Fluid,Amount,Empty Container,Empty Container Display Name,Empty Container Item,Filled Container,Filled Container Display Name,Filled Container Item
binnie.juiceapricot,1000,1xitem.for.refractoryEmpty@0,Refractory Capsule,Forestry:refractoryEmpty,1xitem.containerRefractory@257,Apricot Juice Capsule,BinnieCore:containerRefractory
binnie.juiceapricot,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.containerBucket@257,Apricot Juice Bucket,BinnieCore:containerBucket
binnie.juiceapricot,1000,1xitem.for.waxCapsule@0,Wax Capsule,Forestry:waxCapsule,1xitem.containerCapsule@257,Apricot Juice Capsule,BinnieCore:containerCapsule
binnie.juiceapricot,1000,1xitem.glassBottle@0,Glass Bottle,minecraft:glass_bottle,1xitem.containerGlass@257,Apricot Juice Bottle,BinnieCore:containerGlass
binnie.juicebanana,1000,1xitem.for.canEmpty@0,Can,Forestry:canEmpty,1xitem.containerCan@258,Banana Juice Can,BinnieCore:containerCan
binnie.juicebanana,1000,1xitem.misc@8,Glass Cylinder,Genetics:misc,1xitem.containerCylinder@258,Banana Juice Cylinder,BinnieCore:containerCylinder
binnie.juicebanana,1000,1xitem.for.refractoryEmpty@0,Refractory Capsule,Forestry:refractoryEmpty,1xitem.containerRefractory@258,Banana Juice Capsule,BinnieCore:containerRefractory
binnie.juicebanana,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.containerBucket@258,Banana Juice Bucket,BinnieCore:containerBucket
binnie.juicebanana,1000,1xitem.for.waxCapsule@0,Wax Capsule,Forestry:waxCapsule,1xitem.containerCapsule@258,Banana Juice Capsule,BinnieCore:containerCapsule
binnie.juicebanana,1000,1xitem.glassBottle@0,Glass Bottle,minecraft:glass_bottle,1xitem.containerGlass@258,Banana Juice Bottle,BinnieCore:containerGlass
binnie.juicecarrot,1000,1xitem.for.canEmpty@0,Can,Forestry:canEmpty,1xitem.containerCan@266,Carrot Juice Can,BinnieCore:containerCan
binnie.juicecarrot,1000,1xitem.misc@8,Glass Cylinder,Genetics:misc,1xitem.containerCylinder@266,Carrot Juice Cylinder,BinnieCore:containerCylinder
binnie.juicecarrot,1000,1xitem.for.refractoryEmpty@0,Refractory Capsule,Forestry:refractoryEmpty,1xitem.containerRefractory@266,Carrot Juice Capsule,BinnieCore:containerRefractory
binnie.juicecarrot,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.containerBucket@266,Carrot Juice Bucket,BinnieCore:containerBucket
binnie.juicecarrot,1000,1xitem.for.waxCapsule@0,Wax Capsule,Forestry:waxCapsule,1xitem.containerCapsule@266,Carrot Juice Capsule,BinnieCore:containerCapsule
binnie.juicecarrot,1000,1xitem.glassBottle@0,Glass Bottle,minecraft:glass_bottle,1xitem.containerGlass@266,Carrot Juice Bottle,BinnieCore:containerGlass
binnie.juicecherry,1000,1xitem.for.canEmpty@0,Can,Forestry:canEmpty,1xitem.containerCan@259,Cherry Juice Can,BinnieCore:containerCan
binnie.juicecherry,1000,1xitem.misc@8,Glass Cylinder,Genetics:misc,1xitem.containerCylinder@259,Cherry Juice Cylinder,BinnieCore:containerCylinder
binnie.juicecherry,1000,1xitem.for.refractoryEmpty@0,Refractory Capsule,Forestry:refractoryEmpty,1xitem.containerRefractory@259,Cherry Juice Capsule,BinnieCore:containerRefractory
binnie.juicecherry,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.containerBucket@259,Cherry Juice Bucket,BinnieCore:containerBucket
binnie.juicecherry,1000,1xitem.for.waxCapsule@0,Wax Capsule,Forestry:waxCapsule,1xitem.containerCapsule@259,Cherry Juice Capsule,BinnieCore:containerCapsule
binnie.juicecherry,1000,1xitem.glassBottle@0,Glass Bottle,minecraft:glass_bottle,1xitem.containerGlass@259,Cherry Juice Bottle,BinnieCore:containerGlass
binnie.juicecranberry,1000,1xitem.for.canEmpty@0,Can,Forestry:canEmpty,1xitem.containerCan@268,Cranberry Juice Can,BinnieCore:containerCan
binnie.juicecranberry,1000,1xitem.misc@8,Glass Cylinder,Genetics:misc,1xitem.containerCylinder@268,Cranberry Juice Cylinder,BinnieCore:containerCylinder
binnie.juicecranberry,1000,1xitem.for.refractoryEmpty@0,Refractory Capsule,Forestry:refractoryEmpty,1xitem.containerRefractory@268,Cranberry Juice Capsule,BinnieCore:containerRefractory
binnie.juicecranberry,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.containerBucket@268,Cranberry Juice Bucket,BinnieCore:containerBucket
binnie.juicecranberry,1000,1xitem.for.waxCapsule@0,Wax Capsule,Forestry:waxCapsule,1xitem.containerCapsule@268,Cranberry Juice Capsule,BinnieCore:containerCapsule
binnie.juicecranberry,1000,1xitem.glassBottle@0,Glass Bottle,minecraft:glass_bottle,1xitem.containerGlass@268,Cranberry Juice Bottle,BinnieCore:containerGlass
binnie.juiceelderberry,1000,1xitem.for.canEmpty@0,Can,Forestry:canEmpty,1xitem.containerCan@260,Elderberry Juice Can,BinnieCore:containerCan
binnie.juiceelderberry,1000,1xitem.misc@8,Glass Cylinder,Genetics:misc,1xitem.containerCylinder@260,Elderberry Juice Cylinder,BinnieCore:containerCylinder
binnie.juiceelderberry,1000,1xitem.for.refractoryEmpty@0,Refractory Capsule,Forestry:refractoryEmpty,1xitem.containerRefractory@260,Elderberry Juice Capsule,BinnieCore:containerRefractory
binnie.juiceelderberry,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.containerBucket@260,Elderberry Juice Bucket,BinnieCore:containerBucket
binnie.juiceelderberry,1000,1xitem.for.waxCapsule@0,Wax Capsule,Forestry:waxCapsule,1xitem.containerCapsule@260,Elderberry Juice Capsule,BinnieCore:containerCapsule
binnie.juiceelderberry,1000,1xitem.glassBottle@0,Glass Bottle,minecraft:glass_bottle,1xitem.containerGlass@260,Elderberry Juice Bottle,BinnieCore:containerGlass
binnie.juicegrapefruit,1000,1xitem.for.canEmpty@0,Can,Forestry:canEmpty,1xitem.containerCan@269,Grapefruit Juice Can,BinnieCore:containerCan
binnie.juicegrapefruit,1000,1xitem.misc@8,Glass Cylinder,Genetics:misc,1xitem.containerCylinder@269,Grapefruit Juice Cylinder,BinnieCore:containerCylinder
binnie.juicegrapefruit,1000,1xitem.for.refractoryEmpty@0,Refractory Capsule,Forestry:refractoryEmpty,1xitem.containerRefractory@269,Grapefruit Juice Capsule,BinnieCore:containerRefractory
binnie.juicegrapefruit,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.containerBucket@269,Grapefruit Juice Bucket,BinnieCore:containerBucket
binnie.juicegrapefruit,1000,1xitem.for.waxCapsule@0,Wax Capsule,Forestry:waxCapsule,1xitem.containerCapsule@269,Grapefruit Juice Capsule,BinnieCore:containerCapsule
binnie.juicegrapefruit,1000,1xitem.glassBottle@0,Glass Bottle,minecraft:glass_bottle,1xitem.containerGlass@269,Grapefruit Juice Bottle,BinnieCore:containerGlass
binnie.juicelemon,1000,1xitem.for.canEmpty@0,Can,Forestry:canEmpty,1xitem.containerCan@261,Lemon Juice Can,BinnieCore:containerCan
binnie.juicelemon,1000,1xitem.misc@8,Glass Cylinder,Genetics:misc,1xitem.containerCylinder@261,Lemon Juice Cylinder,BinnieCore:containerCylinder
binnie.juicelemon,1000,1xitem.for.refractoryEmpty@0,Refractory Capsule,Forestry:refractoryEmpty,1xitem.containerRefractory@261,Lemon Juice Capsule,BinnieCore:containerRefractory
binnie.juicelemon,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.containerBucket@261,Lemon Juice Bucket,BinnieCore:containerBucket
binnie.juicelemon,1000,1xitem.for.waxCapsule@0,Wax Capsule,Forestry:waxCapsule,1xitem.containerCapsule@261,Lemon Juice Capsule,BinnieCore:containerCapsule
binnie.juicelemon,1000,1xitem.glassBottle@0,Glass Bottle,minecraft:glass_bottle,1xitem.containerGlass@261,Lemon Juice Bottle,BinnieCore:containerGlass
binnie.juicelime,1000,1xitem.for.canEmpty@0,Can,Forestry:canEmpty,1xitem.containerCan@262,Lime Juice Can,BinnieCore:containerCan
binnie.juicelime,1000,1xitem.misc@8,Glass Cylinder,Genetics:misc,1xitem.containerCylinder@262,Lime Juice Cylinder,BinnieCore:containerCylinder
binnie.juicelime,1000,1xitem.for.refractoryEmpty@0,Refractory Capsule,Forestry:refractoryEmpty,1xitem.containerRefractory@262,Lime Juice Capsule,BinnieCore:containerRefractory
binnie.juicelime,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.containerBucket@262,Lime Juice Bucket,BinnieCore:containerBucket
binnie.juicelime,1000,1xitem.for.waxCapsule@0,Wax Capsule,Forestry:waxCapsule,1xitem.containerCapsule@262,Lime Juice Capsule,BinnieCore:containerCapsule
binnie.juicelime,1000,1xitem.glassBottle@0,Glass Bottle,minecraft:glass_bottle,1xitem.containerGlass@262,Lime Juice Bottle,BinnieCore:containerGlass
binnie.juiceolive,1000,1xitem.for.canEmpty@0,Can,Forestry:canEmpty,1xitem.containerCan@270,Olive Oil Can,BinnieCore:containerCan
binnie.juiceolive,1000,1xitem.misc@8,Glass Cylinder,Genetics:misc,1xitem.containerCylinder@270,Olive Oil Cylinder,BinnieCore:containerCylinder
binnie.juiceolive,1000,1xitem.for.refractoryEmpty@0,Refractory Capsule,Forestry:refractoryEmpty,1xitem.containerRefractory@270,Olive Oil Capsule,BinnieCore:containerRefractory
binnie.juiceolive,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.containerBucket@270,Olive Oil Bucket,BinnieCore:containerBucket
binnie.juiceolive,1000,1xitem.for.waxCapsule@0,Wax Capsule,Forestry:waxCapsule,1xitem.containerCapsule@270,Olive Oil Capsule,BinnieCore:containerCapsule
binnie.juiceolive,1000,1xitem.glassBottle@0,Glass Bottle,minecraft:glass_bottle,1xitem.containerGlass@270,Olive Oil Bottle,BinnieCore:containerGlass
binnie.juiceorange,1000,1xitem.for.canEmpty@0,Can,Forestry:canEmpty,1xitem.containerCan@263,Orange Juice Can,BinnieCore:containerCan
binnie.juiceorange,1000,1xitem.misc@8,Glass Cylinder,Genetics:misc,1xitem.containerCylinder@263,Orange Juice Cylinder,BinnieCore:containerCylinder
binnie.juiceorange,1000,1xitem.for.refractoryEmpty@0,Refractory Capsule,Forestry:refractoryEmpty,1xitem.containerRefractory@263,Orange Juice Capsule,BinnieCore:containerRefractory
binnie.juiceorange,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.containerBucket@263,Orange Juice Bucket,BinnieCore:containerBucket
binnie.juiceorange,1000,1xitem.for.waxCapsule@0,Wax Capsule,Forestry:waxCapsule,1xitem.containerCapsule@263,Orange Juice Capsule,BinnieCore:containerCapsule
binnie.juiceorange,1000,1xitem.glassBottle@0,Glass Bottle,minecraft:glass_bottle,1xitem.containerGlass@263,Orange Juice Bottle,BinnieCore:containerGlass
binnie.juicepeach,1000,1xitem.for.canEmpty@0,Can,Forestry:canEmpty,1xitem.containerCan@264,Peach Juice Can,BinnieCore:containerCan
binnie.juicepeach,1000,1xitem.misc@8,Glass Cylinder,Genetics:misc,1xitem.containerCylinder@264,Peach Juice Cylinder,BinnieCore:containerCylinder
binnie.juicepeach,1000,1xitem.for.refractoryEmpty@0,Refractory Capsule,Forestry:refractoryEmpty,1xitem.containerRefractory@264,Peach Juice Capsule,BinnieCore:containerRefractory
binnie.juicepeach,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.containerBucket@264,Peach Juice Bucket,BinnieCore:containerBucket
binnie.juicepeach,1000,1xitem.for.waxCapsule@0,Wax Capsule,Forestry:waxCapsule,1xitem.containerCapsule@264,Peach Juice Capsule,BinnieCore:containerCapsule
binnie.juicepeach,1000,1xitem.glassBottle@0,Glass Bottle,minecraft:glass_bottle,1xitem.containerGlass@264,Peach Juice Bottle,BinnieCore:containerGlass
binnie.juicepear,1000,1xitem.for.canEmpty@0,Can,Forestry:canEmpty,1xitem.containerCan@272,Pear Juice Can,BinnieCore:containerCan
binnie.juicepear,1000,1xitem.misc@8,Glass Cylinder,Genetics:misc,1xitem.containerCylinder@272,Pear Juice Cylinder,BinnieCore:containerCylinder
binnie.juicepear,1000,1xitem.for.refractoryEmpty@0,Refractory Capsule,Forestry:refractoryEmpty,1xitem.containerRefractory@272,Pear Juice Capsule,BinnieCore:containerRefractory
binnie.juicepear,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.containerBucket@272,Pear Juice Bucket,BinnieCore:containerBucket
binnie.juicepear,1000,1xitem.for.waxCapsule@0,Wax Capsule,Forestry:waxCapsule,1xitem.containerCapsule@272,Pear Juice Capsule,BinnieCore:containerCapsule
binnie.juicepear,1000,1xitem.glassBottle@0,Glass Bottle,minecraft:glass_bottle,1xitem.containerGlass@272,Pear Juice Bottle,BinnieCore:containerGlass
binnie.juicepineapple,1000,1xitem.for.canEmpty@0,Can,Forestry:canEmpty,1xitem.containerCan@271,Pineapple Juice Can,BinnieCore:containerCan
binnie.juicepineapple,1000,1xitem.misc@8,Glass Cylinder,Genetics:misc,1xitem.containerCylinder@271,Pineapple Juice Cylinder,BinnieCore:containerCylinder
binnie.juicepineapple,1000,1xitem.for.refractoryEmpty@0,Refractory Capsule,Forestry:refractoryEmpty,1xitem.containerRefractory@271,Pineapple Juice Capsule,BinnieCore:containerRefractory
binnie.juicepineapple,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.containerBucket@271,Pineapple Juice Bucket,BinnieCore:containerBucket
binnie.juicepineapple,1000,1xitem.for.waxCapsule@0,Wax Capsule,Forestry:waxCapsule,1xitem.containerCapsule@271,Pineapple Juice Capsule,BinnieCore:containerCapsule
binnie.juicepineapple,1000,1xitem.glassBottle@0,Glass Bottle,minecraft:glass_bottle,1xitem.containerGlass@271,Pineapple Juice Bottle,BinnieCore:containerGlass
binnie.juiceplum,1000,1xitem.for.canEmpty@0,Can,Forestry:canEmpty,1xitem.containerCan@265,Plum Juice Can,BinnieCore:containerCan
binnie.juiceplum,1000,1xitem.misc@8,Glass Cylinder,Genetics:misc,1xitem.containerCylinder@265,Plum Juice Cylinder,BinnieCore:containerCylinder
binnie.juiceplum,1000,1xitem.for.refractoryEmpty@0,Refractory Capsule,Forestry:refractoryEmpty,1xitem.containerRefractory@265,Plum Juice Capsule,BinnieCore:containerRefractory
binnie.juiceplum,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.containerBucket@265,Plum Juice Bucket,BinnieCore:containerBucket
binnie.juiceplum,1000,1xitem.for.waxCapsule@0,Wax Capsule,Forestry:waxCapsule,1xitem.containerCapsule@265,Plum Juice Capsule,BinnieCore:containerCapsule
binnie.juiceplum,1000,1xitem.glassBottle@0,Glass Bottle,minecraft:glass_bottle,1xitem.containerGlass@265,Plum Juice Bottle,BinnieCore:containerGlass
binnie.juiceredgrape,1000,1xitem.for.canEmpty@0,Can,Forestry:canEmpty,1xitem.containerCan@274,Red Grape Juice Can,BinnieCore:containerCan
binnie.juiceredgrape,1000,1xitem.misc@8,Glass Cylinder,Genetics:misc,1xitem.containerCylinder@274,Red Grape Juice Cylinder,BinnieCore:containerCylinder
binnie.juiceredgrape,1000,1xitem.for.refractoryEmpty@0,Refractory Capsule,Forestry:refractoryEmpty,1xitem.containerRefractory@274,Red Grape Juice Capsule,BinnieCore:containerRefractory
binnie.juiceredgrape,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.containerBucket@274,Red Grape Juice Bucket,BinnieCore:containerBucket
binnie.juiceredgrape,1000,1xitem.for.waxCapsule@0,Wax Capsule,Forestry:waxCapsule,1xitem.containerCapsule@274,Red Grape Juice Capsule,BinnieCore:containerCapsule
binnie.juiceredgrape,1000,1xitem.glassBottle@0,Glass Bottle,minecraft:glass_bottle,1xitem.containerGlass@274,Red Grape Juice Bottle,BinnieCore:containerGlass
binnie.juicetomato,1000,1xitem.for.canEmpty@0,Can,Forestry:canEmpty,1xitem.containerCan@267,Tomato Juice Can,BinnieCore:containerCan
binnie.juicetomato,1000,1xitem.misc@8,Glass Cylinder,Genetics:misc,1xitem.containerCylinder@267,Tomato Juice Cylinder,BinnieCore:containerCylinder
binnie.juicetomato,1000,1xitem.for.refractoryEmpty@0,Refractory Capsule,Forestry:refractoryEmpty,1xitem.containerRefractory@267,Tomato Juice Capsule,BinnieCore:containerRefractory
binnie.juicetomato,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.containerBucket@267,Tomato Juice Bucket,BinnieCore:containerBucket
binnie.juicetomato,1000,1xitem.for.waxCapsule@0,Wax Capsule,Forestry:waxCapsule,1xitem.containerCapsule@267,Tomato Juice Capsule,BinnieCore:containerCapsule
binnie.juicetomato,1000,1xitem.glassBottle@0,Glass Bottle,minecraft:glass_bottle,1xitem.containerGlass@267,Tomato Juice Bottle,BinnieCore:containerGlass
binnie.juicewhitegrape,1000,1xitem.for.canEmpty@0,Can,Forestry:canEmpty,1xitem.containerCan@273,White Grape Juice Can,BinnieCore:containerCan
binnie.juicewhitegrape,1000,1xitem.misc@8,Glass Cylinder,Genetics:misc,1xitem.containerCylinder@273,White Grape Juice Cylinder,BinnieCore:containerCylinder
binnie.juicewhitegrape,1000,1xitem.for.refractoryEmpty@0,Refractory Capsule,Forestry:refractoryEmpty,1xitem.containerRefractory@273,White Grape Juice Capsule,BinnieCore:containerRefractory
binnie.juicewhitegrape,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.containerBucket@273,White Grape Juice Bucket,BinnieCore:containerBucket
binnie.juicewhitegrape,1000,1xitem.for.waxCapsule@0,Wax Capsule,Forestry:waxCapsule,1xitem.containerCapsule@273,White Grape Juice Capsule,BinnieCore:containerCapsule
binnie.juicewhitegrape,1000,1xitem.glassBottle@0,Glass Bottle,minecraft:glass_bottle,1xitem.containerGlass@273,White Grape Juice Bottle,BinnieCore:containerGlass
binnie.liqueuralmond,1000,1xitem.for.canEmpty@0,Can,Forestry:canEmpty,1xitem.containerCan@640,Almond Liqueur Can,BinnieCore:containerCan
binnie.liqueuralmond,1000,1xitem.misc@8,Glass Cylinder,Genetics:misc,1xitem.containerCylinder@640,Almond Liqueur Cylinder,BinnieCore:containerCylinder
binnie.liqueuralmond,1000,1xitem.for.refractoryEmpty@0,Refractory Capsule,Forestry:refractoryEmpty,1xitem.containerRefractory@640,Almond Liqueur Capsule,BinnieCore:containerRefractory
binnie.liqueuralmond,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.containerBucket@640,Almond Liqueur Bucket,BinnieCore:containerBucket
binnie.liqueuralmond,1000,1xitem.for.waxCapsule@0,Wax Capsule,Forestry:waxCapsule,1xitem.containerCapsule@640,Almond Liqueur Capsule,BinnieCore:containerCapsule
binnie.liqueuralmond,1000,1xitem.glassBottle@0,Glass Bottle,minecraft:glass_bottle,1xitem.containerGlass@640,Almond Liqueur Bottle,BinnieCore:containerGlass
binnie.liqueuranise,1000,1xitem.for.canEmpty@0,Can,Forestry:canEmpty,1xitem.containerCan@649,Anise Liqueur Can,BinnieCore:containerCan
binnie.liqueuranise,1000,1xitem.misc@8,Glass Cylinder,Genetics:misc,1xitem.containerCylinder@649,Anise Liqueur Cylinder,BinnieCore:containerCylinder
binnie.liqueuranise,1000,1xitem.for.refractoryEmpty@0,Refractory Capsule,Forestry:refractoryEmpty,1xitem.containerRefractory@649,Anise Liqueur Capsule,BinnieCore:containerRefractory
binnie.liqueuranise,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.containerBucket@649,Anise Liqueur Bucket,BinnieCore:containerBucket
binnie.liqueuranise,1000,1xitem.for.waxCapsule@0,Wax Capsule,Forestry:waxCapsule,1xitem.containerCapsule@649,Anise Liqueur Capsule,BinnieCore:containerCapsule
binnie.liqueuranise,1000,1xitem.glassBottle@0,Glass Bottle,minecraft:glass_bottle,1xitem.containerGlass@649,Anise Liqueur Bottle,BinnieCore:containerGlass
binnie.liqueurbanana,1000,1xitem.for.canEmpty@0,Can,Forestry:canEmpty,1xitem.containerCan@642,Banana Liqueur Can,BinnieCore:containerCan
binnie.liqueurbanana,1000,1xitem.misc@8,Glass Cylinder,Genetics:misc,1xitem.containerCylinder@642,Banana Liqueur Cylinder,BinnieCore:containerCylinder
binnie.liqueurbanana,1000,1xitem.for.refractoryEmpty@0,Refractory Capsule,Forestry:refractoryEmpty,1xitem.containerRefractory@642,Banana Liqueur Capsule,BinnieCore:containerRefractory
binnie.liqueurbanana,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.containerBucket@642,Banana Liqueur Bucket,BinnieCore:containerBucket
binnie.liqueurbanana,1000,1xitem.for.waxCapsule@0,Wax Capsule,Forestry:waxCapsule,1xitem.containerCapsule@642,Banana Liqueur Capsule,BinnieCore:containerCapsule
binnie.liqueurbanana,1000,1xitem.glassBottle@0,Glass Bottle,minecraft:glass_bottle,1xitem.containerGlass@642,Banana Liqueur Bottle,BinnieCore:containerGlass
binnie.liqueurblackberry,1000,1xitem.for.canEmpty@0,Can,Forestry:canEmpty,1xitem.containerCan@655,Blackberry Liqueur Can,BinnieCore:containerCan
binnie.liqueurblackberry,1000,1xitem.misc@8,Glass Cylinder,Genetics:misc,1xitem.containerCylinder@655,Blackberry Liqueur Cylinder,BinnieCore:containerCylinder
binnie.liqueurblackberry,1000,1xitem.for.refractoryEmpty@0,Refractory Capsule,Forestry:refractoryEmpty,1xitem.containerRefractory@655,Blackberry Liqueur Capsule,BinnieCore:containerRefractory
binnie.liqueurblackberry,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.containerBucket@655,Blackberry Liqueur Bucket,BinnieCore:containerBucket
binnie.liqueurblackberry,1000,1xitem.for.waxCapsule@0,Wax Capsule,Forestry:waxCapsule,1xitem.containerCapsule@655,Blackberry Liqueur Capsule,BinnieCore:containerCapsule
binnie.liqueurblackberry,1000,1xitem.glassBottle@0,Glass Bottle,minecraft:glass_bottle,1xitem.containerGlass@655,Blackberry Liqueur Bottle,BinnieCore:containerGlass
binnie.liqueurblackcurrant,1000,1xitem.for.canEmpty@0,Can,Forestry:canEmpty,1xitem.containerCan@654,Blackcurrant Liqueur Can,BinnieCore:containerCan
binnie.liqueurblackcurrant,1000,1xitem.misc@8,Glass Cylinder,Genetics:misc,1xitem.containerCylinder@654,Blackcurrant Liqueur Cylinder,BinnieCore:containerCylinder
